Indicator,Taxonomic Level,"Matching EFG, Biome","Matching EFG, Biome (full name)",Notes,Ecoregions,pallete,Reference,Region
Sphagnum magellanicum,Species,"TF1.6, TF1.7","Boreal, temperate and montane peat bogs or fens",,,#C1F195,"Fen Bog difference scoping run conducted by Ben Steer (Gorham, E., & Janssens, J. A. (1992);Kuznetsov, O. L. (2022, September).;Wieder, R. K., & Vitt, D. H. (Eds.). (2006).",
Sphagnum obtusum,Species,TF1.7,Boreal and temperate fens,,,#DFF1CF,"Fen Bog difference scoping run conducted by Ben Steer (Gorham, E., & Janssens, J. A. (1992);Kuznetsov, O. L. (2022, September).;Wieder, R. K., & Vitt, D. H. (Eds.). (2006).",
Sphagnum subfulvum,Species,TF1.7,Boreal and temperate fens,,,#DFF1CF,"Fen Bog difference scoping run conducted by Ben Steer (Gorham, E., & Janssens, J. A. (1992);Kuznetsov, O. L. (2022, September).;Wieder, R. K., & Vitt, D. H. (Eds.). (2006).",
Sphagnum teres,Species,TF1.7,Boreal and temperate fens,,,#DFF1CF,"Fen Bog difference scoping run conducted by Ben Steer (Gorham, E., & Janssens, J. A. (1992);Kuznetsov, O. L. (2022, September).;Wieder, R. K., & Vitt, D. H. (Eds.). (2006).",
Sphagnum warnstorfii,Species,TF1.7,Boreal and temperate fens,,,#DFF1CF,"Fen Bog difference scoping run conducted by Ben Steer (Gorham, E., & Janssens, J. A. (1992);Kuznetsov, O. L. (2022, September).;Wieder, R. K., & Vitt, D. H. (Eds.). (2006).",
Stellaria crassifolia,Species,TF1.7,Boreal and temperate fens,,,#DFF1CF,"Fen Bog difference scoping run conducted by Ben Steer (Gorham, E., & Janssens, J. A. (1992);Kuznetsov, O. L. (2022, September).;Wieder, R. K., & Vitt, D. H. (Eds.). (2006).",
Thyselium palustre,Species,TF1.7,Boreal and temperate fens,,,#DFF1CF,"Fen Bog difference scoping run conducted by Ben Steer (Gorham, E., & Janssens, J. A. (1992);Kuznetsov, O. L. (2022, September).;Wieder, R. K., & Vitt, D. H. (Eds.). (2006).",
Tofieldia calyculata,Species,TF1.7,Boreal and temperate fens,,,#DFF1CF,"Fen Bog difference scoping run conducted by Ben Steer (Gorham, E., & Janssens, J. A. (1992);Kuznetsov, O. L. (2022, September).;Wieder, R. K., & Vitt, D. H. (Eds.). (2006).",
Trichophorum cespitosum,Species,TF1.7,Boreal and temperate fens,,,#DFF1CF,"Fen Bog difference scoping run conducted by Ben Steer (Gorham, E., & Janssens, J. A. (1992);Kuznetsov, O. L. (2022, September).;Wieder, R. K., & Vitt, D. H. (Eds.). (2006).",
Warnstorfia exannulata,Species,TF1.7,Boreal and temperate fens,,,#DFF1CF,"Fen Bog difference scoping run conducted by Ben Steer (Gorham, E., & Janssens, J. A. (1992);Kuznetsov, O. L. (2022, September).;Wieder, R. K., & Vitt, D. H. (Eds.). (2006).",
Lophira lanceolata,Species,T4,Savannas and grasslands,Found in savannahs and is fire resistant,,#FFC01C,,
Andropogon gayanus,Species,T4.2,Pyric tussock savannas,,,#FFA134,"Laris, 2002",Africa
Hyparrhenia rufa,Species,T4.2,Pyric tussock savannas,,,#FFA134,"Silva & Bilbao, 2025",Africa
Heteropogon amplectens,Species,T4.2,Pyric tussock savannas,,,#FFA134,"Tainton, 1999",Africa
Trachypogon spicatus,Species,T4.2,Pyric tussock savannas,,,#FFA134,"Tainton, 1999",Africa
Digitaria macroblephara,Species,T4.1,Trophic savannas,,,#FFD21C,"Anderson et al., 2006",Africa
Microchloa caffra,Species,T4.1,Trophic savannas,,,#FFD21C,"O'Connor et al., 2011",Africa
Sporobolus ioclados,Species,T4.1,Trophic savannas,,,#FFD21C,"Chapin & McNaughton, 1989",Africa
Odyssea paucinervis,Species,T4.1,Trophic savannas,,,#FFD21C,"Klintenberg & Verlinden, 2008",Africa
Protea cynaroides,Species,T1.3,Tropical/Subtropical montane rainforests,Mentioned in GET citation,,#6FD9A1,"Wilson & Jetz, 2016",Africa
Carpinus betulus,Species,T2.2,Deciduous temperate forests,,,#329483,"Loidi & Marcenò, 2022",Europe
Acer campestre,Species,T2.2,Deciduous temperate forests,,,#329483,"Loidi & Marcenò, 2022",Europe
Acer platanoides,Species,T2.2,Deciduous temperate forests,,,#329483,"Šņepsts et al., 2021",Europe
Tilia cordata,Species,T2.2,Deciduous temperate forests,,,#329483,"Loidi & Marcenò, 2022; Šņepsts et al., 2021",Europe
Tilia platyphyllos,Species,T2.2,Deciduous temperate forests,,,#329483,https://plantatlas2020.org/atlas/2cd4p9h.ft4,Europe
Ulmus laevis,Species,T2.2,Deciduous temperate forests,,,#329483,"Šņepsts et al., 2021",Europe
Ulmus glabra,Species,T2.2,Deciduous temperate forests,,,#329483,"Loidi & Marcenò, 2022",Europe
Sorbus torminalis,Species,T2.2,Deciduous temperate forests,,,#329483,"Thomas, 2017",Europe
Sorbus domestica,Species,T2.2,Deciduous temperate forests,,,#329483,"Špíšek et al., 2018",Europe
Ostrya carpinifolia,Species,T2.2,Deciduous temperate forests,,,#329483,"Loidi & Marcenò, 2022",Europe
Cornus mas,Species,T2.2,Deciduous temperate forests,,,#329483,"da Ronch et al., 2016",Europe
Malus sylvestris,Species,T2.2,Deciduous temperate forests,,,#329483,"Schnitzler et al., 2014",Europe
Pyrus pyraster,Species,T2.2,Deciduous temperate forests,,,#329483,"Vidaković et al., 2024",Europe
Prunus padus,Species,T2.2,Deciduous temperate forests,,,#329483,"Leather, 1958",Europe
Prunus avium,Species,T2.2,Deciduous temperate forests,,,#329483,"Loidi & Marcenò, 2022",Europe
Acer opalus,Species,T2.2,Deciduous temperate forests,,,#329483,"Loidi, 2005",Europe
Acer monspessulanum,Species,T2.2,Deciduous temperate forests,,,#329483,"Loidi, 2005",Europe
Fraxinus ornus,Species,T2.2,Deciduous temperate forests,,,#329483,"Loidi, 2005",Europe
Pinus cembra,Species,T2.1,Boreal and temperate high montane forests and woodlands,,,#006051,"Nikolov & Helmisaari, 2009",Europe
Pinus pumila,Species,T2.1,Boreal and temperate high montane forests and woodlands,,,#006051,"Nikolov & Helmisaari, 2009",Europe
Pinus uncinata,Species,T2.1,Boreal and temperate high montane forests and woodlands,,,#006051,"Timbal et al., 2005",
Picea obovata,Species,T2.1,Boreal and temperate high montane forests and woodlands,,,#006051,"Nikolov & Helmisaari, 2009",
Abies sibirica,Species,T2.1,Boreal and temperate high montane forests and woodlands,,,#006051,"Nikolov & Helmisaari, 2009",
Larix cajanderi,Species,T2.1,Boreal and temperate high montane forests and woodlands,,,#006051,"Nikolov & Helmisaari, 2009",
Larix gmelinii,Species,T2.1,Boreal and temperate high montane forests and woodlands,,,#006051,"Loidi & Marcenò, 2022; Nikolov & Helmisaari, 2009",
Juniperus sibirica,Species,T2.1,Boreal and temperate high montane forests and woodlands,,,#006051,"Nikolov & Helmisaari, 2009",
Microbiota decussata,Species,T2.1,Boreal and temperate high montane forests and woodlands,,,#006051,"Gorchakovsky & Shiyatov, 1978",
Nothofagus cunninghamii,Species,T2.3,Oceanic cool temperate rainforests,,,#54B2A0,"Busby & Brown, 1994",Australia
Atherosperma moschatum,Species,T2.3,Oceanic cool temperate rainforests,Strong,,#54B2A0,"Kitchener & Harris, 2013; Shapcott, 1995",Australia
Eucryphia lucida,Species,T2.3,Oceanic cool temperate rainforests,Strong,,#54B2A0,"Kitchener & Harris, 2013",Australia
Anopterus glandulosus,Species,T2.3,Oceanic cool temperate rainforests,,,#54B2A0,"Kitchener & Harris, 2013",Australia
Cenarrhenes nitida,Species,T2.3,Oceanic cool temperate rainforests,,,#54B2A0,"Kitchener & Harris, 2013",Australia
Phyllocladus aspleniifolius,Species,T2.3,Oceanic cool temperate rainforests,Strong,,#54B2A0,"Kitchener & Harris, 2013",Australia
Athrotaxis selaginoides,Species,T2.3,Oceanic cool temperate rainforests,,,#54B2A0,"Kitchener & Harris, 2013",Australia
Athrotaxis cupressoides,Species,T2.3,Oceanic cool temperate rainforests,,,#54B2A0,"Kitchener & Harris, 2013",Australia
Lagarostrobos franklinii,Species,T2.3,Oceanic cool temperate rainforests,,,#54B2A0,"Kitchener & Harris, 2013",Australia
Diselma archeri,Species,T2.3,Oceanic cool temperate rainforests,,,#54B2A0,"Kitchener & Harris, 2013",Australia
Microcachrys tetragona,Species,T2.3,Oceanic cool temperate rainforests,,,#54B2A0,"Kitchener & Harris, 2013",Australia
Richea pandanifolia,Species,T2.3,Oceanic cool temperate rainforests,,,#54B2A0,"Kitchener & Harris, 2013",Australia
Prionotes cerinthoides,Species,T2.3,Oceanic cool temperate rainforests,Strong,,#54B2A0,"Kitchener & Harris, 2013",Australia
Archeria eriocarpa,Species,T2.3,Oceanic cool temperate rainforests,,,#54B2A0,https://www.utas.edu.au/dicotkey/dicotkey/key.htm,Australia
Trochocarpa gunnii,Species,T2.3,Oceanic cool temperate rainforests,,,#54B2A0,"Kitchener & Harris, 2013",Australia
Doryphora sassafras,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,"Lowman, 1992",Australia
Ceratopetalum apetalum,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,"Lowman, 1992",Australia
Schizomeria ovata,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,https://plantnet.rbgsyd.nsw.gov.au/,Australia
Caldcluvia paniculosa,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,"Baur, 1965",Australia
Cryptocarya glaucescens,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,"Baur, 1965; Jessup, 2007",Australia
Cryptocarya microneura,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,"Jessup, 2007",Australia
Cryptocarya rigida,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,"Jessup, 2007",Australia
Endiandra sieberi,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,"Jessup, 2007",Australia
Endiandra discolor,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,"Jessup, 2007",Australia
Neolitsea dealbata,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,"Jessup, 2007",Australia
Acradenia euodiiformis,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,"Wilson et al., 2013",Australia
Diploglottis australis,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,"Baur, 1965",Australia
Acmena ingens,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,https://plantnet.rbgsyd.nsw.gov.au/,Australia
Syzygium australe,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,https://plantnet.rbgsyd.nsw.gov.au/,Australia
Polyosma cunninghamii,Species,T2.4,Warm temperate laurophyll forests,,,#73D1BE,https://plantnet.rbgsyd.nsw.gov.au/,Australia
Eucalyptus jacksonii,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,"Keith, 2017; Tng et al., 2012",Australia
Eucalyptus diversicolor,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,"Boland et al., 2006; Tng et al., 2012",Australia
Eucalyptus cypellocarpa,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,"Boland et al., 2006; Tng et al., 2012",Australia
Eucalyptus muelleriana,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,"Boland et al., 2006; Tng et al., 2012",Australia
Eucalyptus obliqua,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,"Boland et al., 2006; Tng et al., 2012",Australia
Eucalyptus pilularis,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,"Boland et al., 2006; Tng et al., 2012",Australia
Cyathea australis,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,https://resources.austplants.com.au/plant/cyathea-australis/,Australia
Cyathea cunninghamii,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,"Peacock et al., 2013",Australia
Dicksonia antarctica,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,"Hunt et al., 2002",Australia
Bedfordia arborescens,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,https://threatenedspecies.bionet.nsw.gov.au/,Australia
Eucryphia moorei,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,"May-Stubbles et al., 2022",Australia
Nematolepis squamea,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,"Kitchener & Harris, 2013",Australia
Tasmannia lanceolata,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,https://vicflora.rbg.vic.gov.au/flora/taxon/5505a156-251b-4f32-8711-f4e08c2ab9c2,Australia
Orites excelsus,Species,T2.5,Temperate pyric humid forests,,,#92F0DD,,Australia
Xanthorrhoea australis,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Xanthorrhoea resinosa,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Xanthorrhoea glauca,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Allocasuarina littoralis,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Allocasuarina verticillata,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Persoonia levis,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Persoonia linearis,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Persoonia juniperina,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Hakea sericea,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Hakea dactyloides,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Hakea ulicina,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Isopogon anemonifolius,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Isopogon ceratophyllus,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Petrophile pulchella,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Petrophile sessilis,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Brachyloma daphnoides,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Astroloma humifusum,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Dillwynia glaberrima,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Pultenaea daphnoides,Species,T2.6,Temperate pyric sclerophyll forests and woodlands,,,#BBF0E5,,Australia
Eucalyptus melliodora,Species,T4.4,Temperate woodlands,,,#FF6B00,,Australia
Eucalyptus blakelyi,Species,T4.4,Temperate woodlands,,,#FF6B00,,Australia
Eucalyptus leucoxylon,Species,T4.4,Temperate woodlands,,,#FF6B00,,Australia
Eucalyptus macrocarpa,Species,T4.4,Temperate woodlands,,,#FF6B00,,Australia
Eucalyptus pauciflora,Species,T4.4,Temperate woodlands,,,#FF6B00,,Australia
Callitris glaucophylla,Species,T4.4,Temperate woodlands,,,#FF6B00,,Australia
Allocasuarina luehmannii,Species,T4.4,Temperate woodlands,,,#FF6B00,,Australia
Acacia pendula,Species,T4.4,Temperate woodlands,,,#FF6B00,,Australia
Bursaria spinosa,Species,T4.4,Temperate woodlands,,,#FF6B00,,Australia
Themeda triandra,Species,T4.4,Temperate woodlands,,,#FF6B00,,Australia
Austrostipa scabra,Species,T4.4,Temperate woodlands,,,#FF6B00,,Australia
Microlaena stipoides,Species,T4.4,Temperate woodlands,,,#FF6B00,,Australia
Schistidium antarctici,Species,T6.2,"Polar/alpine cliffs, screes, outcrops and lava flows",,,#C7C7C7,,
Bryum pseudotriquetrum,Species,T6.2,"Polar/alpine cliffs, screes, outcrops and lava flows",,,#C7C7C7,,
Aloina brevirostris,Species,T6.2,"Polar/alpine cliffs, screes, outcrops and lava flows",,,#C7C7C7,,
Deschampsia antarctica,Species,T6.3,Polar tundra and deserts,,,#B8B8B8,,Antarctica
Colobanthus quitensis,Species,T6.3,Polar tundra and deserts,,,#B8B8B8,,Antarctica
Dendrosenecio,Genus,T6.5,Tropical alpine grasslands and herbfields,Mentioned in GET,,#949494,https://global-ecosystems.org/explore/groups/T6.5,
Lobelia rhynchopetalum,Species,T6.5,Tropical alpine grasslands and herbfields,Mentioned in GET,,#949494,https://global-ecosystems.org/explore/groups/T6.5,
Espeletia,Genus,T6.5,Tropical alpine grasslands and herbfields,Mentioned in GET citation,,#949494,https://global-ecosystems.org/explore/groups/T6.5,
Argyroxiphium sandwicense,Species,T6.5,Tropical alpine grasslands and herbfields,Mentioned in GET citation,,#949494,https://global-ecosystems.org/explore/groups/T6.5,Hawaii
Echium wildpretii,Species,T6.5,Tropical alpine grasslands and herbfields,Mentioned in GET citation,,#949494,https://global-ecosystems.org/explore/groups/T6.5,Canary Islands
Poa costiniana,Species,T6.4,Temperate alpine grasslands and shrublands,,,#A8A8A8,,Australia
Aciphylla glacialis,Species,T6.4,Temperate alpine grasslands and shrublands,,,#A8A8A8,,Australia
Silene acaulis,Species,T6.4,Temperate alpine grasslands and shrublands,,,#A8A8A8,,Europe
Salix herbacea,Species,T6.4,Temperate alpine grasslands and shrublands,,,#A8A8A8,,"Europe, >1,500m asl"
Gentiana acaulis,Species,T6.4,Temperate alpine grasslands and shrublands,,,#A8A8A8,,"Europe, >800m asl"
Pulsatilla vernalis,Species,T6.4,Temperate alpine grasslands and shrublands,,,#A8A8A8,,Europe
Carex nigricans,Species,T6.4,Temperate alpine grasslands and shrublands,,,#A8A8A8,,"North America, >1,900m asl"
Eritrichium nanum,Species,T6.4,Temperate alpine grasslands and shrublands,,,#A8A8A8,,
Phlox pulvinata,Species,T6.4,Temperate alpine grasslands and shrublands,,,#A8A8A8,,North America
Calligonum polygonoides,Species,T5.1,Semi-desert steppe,Rigorous biological indicator for active and stabilized sand dunes.,"Thar Desert, Northwestern Thorn Scrub Forests",#FFD279,"IUCN Global Ecosystem Typology (Keith et al., 2020); Champion & Seth Classification of Forest Types of India (Type 6/C1 - Desert Thorn Forest / Sand dune scrub).",India
Madhuca longifolia,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,Chaturvedi et al. 2014,India
Indigofera cassioides,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,Chaturvedi et al. 2014,India
Shorea robusta,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,Chaturvedi et al. 2014,India
Senegalia catechu,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,Chaturvedi et al. 2014,India
Lannea coromandelica,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,Chaturvedi et al. 2014,India
Nyctanthes arbor-tristis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,Chaturvedi et al. 2014,India
Diospyros melanoxylon,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,Chaturvedi et al. 2014,India
Myristica magnifica,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,Senthilkumar et al. 2014,India
Gymnacranthera farquhariana,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,Senthilkumar et al. 2014,India
Myristica malabarica,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,Senthilkumar et al. 2014,India
Knema attenuata,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,Senthilkumar et al. 2014,India
Myristica fatua var. magnifica,Species,TF1.1,Tropical flooded forests and peat forests,,,#73B898,Senthilkumar et al. 2014,India
Olea dioica,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,"Roy et al., 2015",India
Knema attenuata,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,"Roy et al., 2015",India
Holigarna grahamii,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,"Roy et al., 2015",India
Myristica andamanica,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,"Roy et al., 2015",India
Pterocymbium tinctorium,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,"Roy et al., 2015",India
Dipterocarpus turbinatus,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,"Roy et al., 2015",India
Aglaia oligophylla,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,"Roy et al., 2015",India
Parishia insignis,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,"Roy et al., 2015",India
Syzygium samarangense,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,"Roy et al., 2015",India
Altingia excelsa,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,"Roy et al., 2015",India
Castanopsis indica,Species,T1.1,Tropical/Subtropical lowland rainforests,,,#32A06B,"Roy et al., 2015",India
Anogeissus latifolia,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,"Roy et al., 2015",India
Lannea coromandelica,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,"Roy et al., 2015",India
Terminalia alata,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,"Roy et al., 2015",India
Shorea robusta,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,"Roy et al., 2015",India
Diospyros melanoxylon,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,"Roy et al., 2015",India
Tectona grandis,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,"Roy et al., 2015",India
Butea monosperma,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,"Roy et al., 2015",India
Acacia leucophloea,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,"Roy et al., 2015",India
Senegalia Senegal,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,"Roy et al., 2015",India
Acacia catechu,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,"Roy et al., 2015",India
Dendrocalamus strictus,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,"Roy et al., 2015",India
Lagerstroemia parviflora,Species,T1.2,Tropical/Subtropical dry forests and thickets,,,#52BC85,"Roy et al., 2015",India
Avicennia marina,Species,MFT1.2,Intertidal forests and shrublands,,,#89474E,"Roy et al., 2015",India
Rhizophora apiculate,Species,MFT1.2,Intertidal forests and shrublands,,,#89474E,"Roy et al., 2015",India
Excoecaria agallocha,Species,MFT1.2,Intertidal forests and shrublands,,,#89474E,"Roy et al., 2015",India
Avicennia alba,Species,MFT1.2,Intertidal forests and shrublands,,,#89474E,"Roy et al., 2015",India
Avicennia officinalis,Species,MFT1.2,Intertidal forests and shrublands,,,#89474E,"Roy et al., 2015",India
Rhizophora mucronate,Species,MFT1.2,Intertidal forests and shrublands,,,#89474E,"Roy et al., 2015",India
Bruguiera gymnorrhiza,Species,MFT1.2,Intertidal forests and shrublands,,,#89474E,"Roy et al., 2015",India
